order_id,customer_id,order_date,product_category,order_amount,discount_used,is_high_value_item,platform,device_type,payment_method,shipping_carrier,tracking_number_valid,address_change_before_delivery
ORD001119,CUST00254,2025-05-27,Tools,83.92,1,0,Tablet App,iPad,Credit Card,UPS,1,0
ORD001120,CUST00254,2024-08-15,Toys,14.77,0,0,Tablet App,iPhone,Crypto,UPS,1,0
ORD001121,CUST00255,2024-03-27,Furniture,145.16,0,0,Web Browser,Windows PC,Credit Card,UPS,1,0
ORD001122,CUST00255,2024-07-27,Sports,224.74,1,0,Tablet App,iPad,Buy Now Pay Later,DHL,1,0
ORD001123,CUST00256,2025-08-03,Shoes,25.31,1,0,Mobile App,iPhone,Crypto,USPS,1,0
ORD001124,CUST00256,2025-01-17,Electronics,41.86,0,0,Mobile App,MacBook,Credit Card,DHL,1,0
ORD001125,CUST00256,2025-03-31,Shoes,125.5,1,0,Web Browser,Android,Buy Now Pay Later,USPS,1,0
ORD001126,CUST00256,2025-05-10,Jewelry,200.76,1,0,Tablet App,Android,PayPal,USPS,1,0
ORD001127,CUST00256,2024-01-27,Jewelry,43.08,1,0,Mobile App,iPad,Gift Card,FedEx,1,0
ORD001128,CUST00257,2024-09-30,Jewelry,216.77,1,0,Tablet App,iPhone,Buy Now Pay Later,UPS,1,0
ORD001129,CUST00257,2025-07-01,Clothing,106.51,0,0,Web Browser,Android,Gift Card,USPS,1,0
ORD001130,CUST00257,2024-01-20,Clothing,79.48,0,0,Web Browser,Windows PC,Buy Now Pay Later,OnTrac,1,0
ORD001131,CUST00257,2025-04-08,Grocery,87.67,0,0,Tablet App,Android,Gift Card,FedEx,1,0
ORD001132,CUST00257,2024-10-01,Electronics,83.69,0,0,Tablet App,Android,PayPal,UPS,1,0
ORD001133,CUST00258,2024-12-04,Grocery,88.54,1,0,Web Browser,Android,Debit Card,FedEx,1,0
ORD001134,CUST00258,2024-05-17,Shoes,55.49,1,0,Mobile App,iPad,Crypto,DHL,1,0
ORD001135,CUST00258,2024-01-03,Electronics,5.0,1,0,Web Browser,iPhone,Crypto,OnTrac,1,0
ORD001136,CUST00258,2024-07-24,Sports,5.0,1,0,Web Browser,Windows PC,Crypto,FedEx,1,0
ORD001137,CUST00258,2024-05-30,Sports,14.11,1,0,Web Browser,MacBook,Credit Card,UPS,1,0
ORD001138,CUST00258,2025-06-14,Books,5.0,1,0,Mobile App,Android,Buy Now Pay Later,USPS,1,0
ORD001139,CUST00258,2025-02-25,Books,72.09,1,0,Mobile App,iPhone,Gift Card,DHL,1,0
ORD001140,CUST00259,2024-10-12,Jewelry,117.63,0,0,Mobile App,iPad,Debit Card,OnTrac,1,0
ORD001141,CUST00259,2025-06-13,Grocery,43.09,0,0,Web Browser,MacBook,Credit Card,DHL,1,0
ORD001142,CUST00259,2025-05-01,Furniture,185.05,0,0,Tablet App,Windows PC,Buy Now Pay Later,DHL,1,0
ORD001143,CUST00259,2024-04-15,Beauty,173.9,0,0,Tablet App,Android,PayPal,FedEx,1,0
ORD001144,CUST00259,2025-02-17,Electronics,161.55,0,0,Mobile App,Android,Gift Card,UPS,1,0
ORD001145,CUST00259,2024-07-26,Sports,249.09,0,0,Web Browser,MacBook,Buy Now Pay Later,OnTrac,1,0
ORD001146,CUST00259,2024-10-01,Electronics,138.46,0,0,Tablet App,Windows PC,Crypto,OnTrac,1,0
ORD001147,CUST00259,2025-02-13,Toys,124.26,0,0,Mobile App,Windows PC,Credit Card,OnTrac,1,0
ORD001148,CUST00260,2024-11-23,Clothing,189.82,1,0,Tablet App,Android,Buy Now Pay Later,DHL,1,0
ORD001149,CUST00260,2025-07-28,Tools,97.89,1,0,Tablet App,iPad,Gift Card,OnTrac,1,0
ORD001150,CUST00260,2024-04-05,Clothing,150.79,0,0,Tablet App,iPhone,PayPal,FedEx,1,0
ORD001151,CUST00261,2025-05-27,Tools,158.72,0,0,Mobile App,Android,Buy Now Pay Later,FedEx,1,0
ORD001152,CUST00261,2025-01-28,Shoes,151.31,1,0,Mobile App,Windows PC,Crypto,OnTrac,1,0
ORD001153,CUST00261,2024-11-11,Furniture,135.32,1,0,Tablet App,iPhone,Buy Now Pay Later,FedEx,1,1
ORD001154,CUST00262,2025-04-04,Home & Kitchen,76.25,0,0,Web Browser,Windows PC,Credit Card,USPS,1,0
ORD001155,CUST00262,2025-05-08,Grocery,319.6,1,1,Web Browser,iPhone,Gift Card,DHL,1,0
ORD001156,CUST00263,2024-11-11,Sports,113.67,0,0,Tablet App,iPad,Crypto,DHL,1,0
ORD001157,CUST00263,2024-07-06,Grocery,70.94,0,0,Web Browser,MacBook,Gift Card,DHL,1,0
ORD001158,CUST00263,2024-12-27,Shoes,163.41,0,0,Tablet App,Android,Credit Card,USPS,1,0
ORD001159,CUST00263,2024-08-12,Sports,26.64,0,0,Tablet App,iPhone,Gift Card,FedEx,1,0
ORD001160,CUST00263,2025-07-10,Toys,146.93,0,0,Tablet App,iPhone,Credit Card,DHL,1,0
ORD001161,CUST00263,2024-07-10,Shoes,17.47,1,0,Mobile App,Windows PC,Gift Card,USPS,1,0
ORD001162,CUST00264,2025-01-23,Shoes,157.65,1,0,Web Browser,iPad,Buy Now Pay Later,DHL,1,0
ORD001163,CUST00264,2025-01-14,Shoes,122.75,0,0,Mobile App,iPad,Credit Card,OnTrac,1,0
ORD001164,CUST00265,2024-06-20,Clothing,5.0,0,0,Tablet App,iPhone,Crypto,FedEx,1,0
ORD001165,CUST00265,2024-06-09,Beauty,57.93,1,0,Web Browser,Android,Credit Card,UPS,1,0
ORD001166,CUST00265,2024-05-28,Sports,136.64,0,0,Tablet App,Android,Crypto,DHL,1,0
ORD001167,CUST00265,2025-04-29,Clothing,162.47,0,0,Tablet App,Windows PC,Crypto,UPS,1,0
ORD001168,CUST00265,2025-04-02,Tools,41.6,1,0,Web Browser,Windows PC,Credit Card,FedEx,1,0
ORD001169,CUST00265,2024-06-10,Toys,298.93,0,0,Web Browser,Windows PC,Gift Card,OnTrac,1,0
ORD001170,CUST00265,2024-04-16,Furniture,24.15,0,0,Web Browser,MacBook,Gift Card,FedEx,1,0
ORD001171,CUST00265,2024-06-15,Books,5.0,1,0,Web Browser,Windows PC,Buy Now Pay Later,OnTrac,0,0
ORD001172,CUST00265,2024-08-14,Jewelry,80.34,0,0,Tablet App,Android,Debit Card,DHL,1,0
ORD001173,CUST00266,2025-01-17,Tools,5.0,0,0,Web Browser,iPhone,Buy Now Pay Later,OnTrac,1,0
ORD001174,CUST00266,2024-11-11,Furniture,37.27,0,0,Web Browser,Android,Crypto,DHL,1,0
ORD001175,CUST00266,2024-01-02,Shoes,225.35,0,0,Mobile App,MacBook,Credit Card,USPS,1,0
ORD001176,CUST00266,2024-10-16,Electronics,175.66,0,0,Mobile App,iPad,Debit Card,UPS,0,0
ORD001177,CUST00266,2024-01-02,Books,44.48,0,0,Tablet App,MacBook,Buy Now Pay Later,USPS,1,0
ORD001178,CUST00267,2025-06-14,Electronics,243.13,0,0,Web Browser,iPad,Crypto,OnTrac,1,0
ORD001179,CUST00267,2024-08-15,Sports,129.54,0,0,Tablet App,MacBook,PayPal,DHL,1,0
ORD001180,CUST00267,2024-07-20,Tools,159.16,1,0,Tablet App,MacBook,Crypto,USPS,1,1
ORD001181,CUST00268,2024-12-03,Electronics,137.3,0,0,Tablet App,Android,PayPal,FedEx,1,0
ORD001182,CUST00268,2024-01-04,Sports,76.13,0,0,Tablet App,iPhone,Crypto,UPS,1,0
ORD001183,CUST00268,2024-10-05,Grocery,206.98,0,0,Mobile App,MacBook,Credit Card,USPS,1,0
ORD001184,CUST00269,2024-09-13,Tools,149.33,0,0,Web Browser,iPad,Gift Card,UPS,1,0
ORD001185,CUST00269,2024-02-02,Electronics,5.0,0,0,Mobile App,iPad,Debit Card,OnTrac,1,0
ORD001186,CUST00270,2025-08-21,Electronics,164.94,0,0,Mobile App,Android,Gift Card,OnTrac,1,0
ORD001187,CUST00270,2025-07-03,Tools,80.24,0,0,Mobile App,Android,Debit Card,USPS,1,0
ORD001188,CUST00270,2024-11-07,Beauty,5.0,0,0,Web Browser,iPhone,Gift Card,FedEx,1,0
ORD001189,CUST00270,2024-08-31,Grocery,134.9,1,0,Mobile App,Android,Credit Card,FedEx,1,0
ORD001190,CUST00270,2024-06-23,Grocery,140.66,1,0,Tablet App,Windows PC,Crypto,UPS,1,0
ORD001191,CUST00270,2024-10-23,Clothing,143.5,1,0,Tablet App,Android,Buy Now Pay Later,UPS,1,0
ORD001192,CUST00270,2024-12-16,Books,100.76,0,0,Mobile App,MacBook,PayPal,USPS,1,0
ORD001193,CUST00270,2024-07-23,Furniture,79.24,0,0,Web Browser,Android,Gift Card,UPS,1,0
ORD001194,CUST00270,2024-10-24,Shoes,99.4,0,0,Tablet App,Windows PC,Credit Card,DHL,1,0
ORD001195,CUST00271,2025-06-30,Tools,130.74,0,0,Tablet App,MacBook,Buy Now Pay Later,DHL,1,0
ORD001196,CUST00271,2025-05-10,Toys,197.0,0,0,Mobile App,Windows PC,Credit Card,DHL,1,0
ORD001197,CUST00271,2024-04-11,Jewelry,5.0,1,0,Tablet App,MacBook,Buy Now Pay Later,FedEx,0,0
ORD001198,CUST00271,2024-02-27,Toys,173.21,0,0,Tablet App,MacBook,Buy Now Pay Later,USPS,1,0
ORD001199,CUST00271,2024-04-13,Beauty,251.74,0,0,Mobile App,iPhone,Credit Card,FedEx,1,0
ORD001200,CUST00272,2025-03-04,Sports,31.87,1,0,Mobile App,MacBook,Credit Card,OnTrac,1,0
ORD001201,CUST00272,2025-08-05,Toys,117.76,0,0,Web Browser,Android,PayPal,UPS,1,0
ORD001202,CUST00272,2025-07-28,Sports,174.74,0,0,Mobile App,MacBook,PayPal,UPS,1,0
ORD001203,CUST00272,2024-12-06,Electronics,109.4,1,0,Web Browser,MacBook,Debit Card,FedEx,1,1
ORD001204,CUST00272,2024-11-03,Home & Kitchen,189.49,0,0,Mobile App,MacBook,Gift Card,DHL,1,0
ORD001205,CUST00272,2024-03-12,Jewelry,5.0,1,0,Tablet App,Windows PC,Credit Card,FedEx,1,0
ORD001206,CUST00272,2025-05-27,Shoes,148.4,0,0,Web Browser,iPad,Credit Card,UPS,1,0
ORD001207,CUST00272,2024-06-09,Tools,119.91,1,0,Mobile App,iPad,Debit Card,FedEx,1,0
ORD001208,CUST00272,2024-03-31,Grocery,53.66,0,0,Tablet App,Android,Debit Card,FedEx,1,0
ORD001209,CUST00273,2025-01-23,Jewelry,5.0,0,0,Mobile App,Android,Gift Card,DHL,1,0
ORD001210,CUST00273,2024-09-03,Jewelry,41.87,1,0,Mobile App,iPhone,Crypto,DHL,1,0
ORD001211,CUST00274,2024-02-29,Grocery,99.51,0,0,Tablet App,iPad,Credit Card,UPS,1,0
ORD001212,CUST00274,2024-01-09,Electronics,130.65,0,0,Mobile App,MacBook,Debit Card,DHL,0,0
ORD001213,CUST00274,2025-08-11,Grocery,237.04,0,0,Web Browser,Android,Credit Card,OnTrac,1,0
ORD001214,CUST00274,2024-08-22,Jewelry,199.77,0,0,Tablet App,Android,Gift Card,OnTrac,1,0
ORD001215,CUST00274,2024-11-20,Clothing,220.31,0,0,Mobile App,Android,Debit Card,FedEx,1,0
ORD001216,CUST00274,2024-02-03,Clothing,191.79,0,0,Tablet App,iPad,Gift Card,DHL,1,1
ORD001217,CUST00274,2025-07-13,Home & Kitchen,182.76,1,0,Web Browser,Windows PC,Crypto,USPS,1,0
ORD001218,CUST00274,2024-12-24,Toys,225.64,1,0,Tablet App,iPhone,Crypto,OnTrac,1,0
ORD001219,CUST00274,2024-05-04,Sports,5.0,1,0,Web Browser,MacBook,Debit Card,FedEx,1,0
ORD001220,CUST00275,2025-08-19,Books,105.09,0,0,Mobile App,Windows PC,PayPal,USPS,1,0
ORD001221,CUST00276,2025-08-15,Books,171.79,1,0,Web Browser,iPhone,Debit Card,DHL,1,0
ORD001222,CUST00276,2024-02-13,Toys,83.32,0,0,Mobile App,Windows PC,Buy Now Pay Later,UPS,1,0
ORD001223,CUST00276,2024-09-06,Jewelry,47.27,1,0,Web Browser,iPhone,Gift Card,DHL,1,0
ORD001224,CUST00276,2024-10-04,Home & Kitchen,187.09,0,0,Tablet App,iPhone,Debit Card,DHL,1,1
ORD001225,CUST00276,2024-11-06,Electronics,189.45,0,0,Tablet App,Android,Buy Now Pay Later,UPS,1,0
ORD001226,CUST00277,2024-01-17,Electronics,164.26,0,0,Mobile App,iPhone,Buy Now Pay Later,DHL,1,0
ORD001227,CUST00277,2025-08-19,Electronics,108.25,0,0,Web Browser,MacBook,Credit Card,FedEx,0,0
ORD001228,CUST00277,2025-05-07,Grocery,5.0,1,0,Tablet App,iPhone,Credit Card,DHL,1,0
ORD001229,CUST00278,2024-07-09,Grocery,66.75,0,0,Tablet App,Windows PC,Credit Card,UPS,1,0
ORD001230,CUST00278,2025-02-09,Sports,59.41,0,0,Mobile App,Android,PayPal,FedEx,0,0
ORD001231,CUST00278,2025-03-15,Home & Kitchen,5.0,0,0,Web Browser,iPhone,PayPal,USPS,0,0
ORD001232,CUST00278,2024-09-28,Tools,5.0,0,0,Tablet App,iPad,Debit Card,DHL,1,0
ORD001233,CUST00278,2024-10-27,Books,231.55,0,0,Mobile App,MacBook,Credit Card,USPS,1,0
ORD001234,CUST00279,2025-06-05,Jewelry,82.71,0,0,Mobile App,Windows PC,Gift Card,OnTrac,1,0
ORD001235,CUST00279,2024-04-10,Home & Kitchen,59.3,0,0,Mobile App,iPhone,Credit Card,UPS,1,1
ORD001236,CUST00279,2024-11-08,Beauty,41.32,0,0,Web Browser,MacBook,Gift Card,OnTrac,0,0
ORD001237,CUST00279,2024-02-17,Jewelry,5.0,0,0,Tablet App,MacBook,Crypto,OnTrac,0,1
ORD001238,CUST00279,2025-06-27,Home & Kitchen,5.0,0,0,Tablet App,iPhone,Credit Card,UPS,1,1
ORD001239,CUST00279,2025-02-09,Electronics,182.16,1,0,Mobile App,Android,PayPal,USPS,0,0
ORD001240,CUST00279,2024-10-06,Books,248.42,0,0,Mobile App,Android,Buy Now Pay Later,UPS,1,0
ORD001241,CUST00279,2025-07-06,Clothing,5.0,1,0,Tablet App,iPad,Debit Card,USPS,1,0
ORD001242,CUST00280,2025-01-13,Furniture,5.0,1,0,Web Browser,iPhone,Debit Card,USPS,1,0
ORD001243,CUST00280,2024-11-16,Beauty,216.46,1,0,Web Browser,Windows PC,Gift Card,FedEx,1,0
ORD001244,CUST00280,2025-06-07,Books,194.02,0,0,Mobile App,iPhone,Buy Now Pay Later,UPS,1,0
ORD001245,CUST00280,2025-08-10,Tools,146.3,1,0,Mobile App,Windows PC,Gift Card,FedEx,1,0
ORD001246,CUST00280,2024-06-19,Jewelry,33.28,1,0,Tablet App,iPhone,Gift Card,FedEx,1,0
ORD001247,CUST00280,2024-02-10,Sports,202.95,0,0,Web Browser,Windows PC,PayPal,DHL,1,0
ORD001248,CUST00280,2025-04-28,Home & Kitchen,117.48,1,0,Mobile App,Android,Debit Card,FedEx,1,0
ORD001249,CUST00281,2024-04-23,Grocery,89.1,1,0,Tablet App,Windows PC,Buy Now Pay Later,OnTrac,1,0
ORD001250,CUST00281,2025-02-09,Home & Kitchen,153.65,1,0,Mobile App,MacBook,Crypto,UPS,1,1
ORD001251,CUST00282,2025-03-06,Books,113.42,0,0,Mobile App,iPad,Credit Card,OnTrac,1,0
ORD001252,CUST00282,2024-01-22,Jewelry,49.9,0,0,Mobile App,Android,Debit Card,USPS,1,0
ORD001253,CUST00282,2024-09-10,Jewelry,5.0,1,0,Mobile App,iPhone,Crypto,DHL,1,0
ORD001254,CUST00282,2025-06-18,Toys,110.46,1,0,Web Browser,MacBook,Buy Now Pay Later,FedEx,1,0
ORD001255,CUST00282,2024-12-15,Sports,53.07,1,0,Mobile App,Windows PC,Buy Now Pay Later,USPS,1,0
ORD001256,CUST00282,2024-10-09,Clothing,53.92,1,0,Web Browser,iPad,Credit Card,FedEx,1,0
ORD001257,CUST00283,2024-12-13,Sports,10.37,0,0,Web Browser,iPad,Debit Card,UPS,1,0
ORD001258,CUST00283,2024-09-16,Grocery,19.24,0,0,Mobile App,iPad,Gift Card,FedEx,1,0
ORD001259,CUST00283,2024-07-05,Beauty,100.7,1,0,Web Browser,Windows PC,Debit Card,OnTrac,1,0
ORD001260,CUST00283,2024-08-31,Tools,291.34,0,0,Mobile App,Android,Gift Card,DHL,1,0
ORD001261,CUST00283,2025-02-14,Clothing,26.6,1,0,Web Browser,MacBook,Credit Card,USPS,1,0
ORD001262,CUST00283,2024-12-26,Jewelry,5.0,0,0,Web Browser,Android,Buy Now Pay Later,UPS,1,1
ORD001263,CUST00283,2024-06-04,Home & Kitchen,215.18,0,0,Mobile App,iPad,PayPal,USPS,1,0
ORD001264,CUST00283,2024-10-08,Clothing,5.0,0,0,Web Browser,Windows PC,Credit Card,OnTrac,1,0
ORD001265,CUST00283,2025-07-21,Furniture,28.26,0,0,Web Browser,Windows PC,Buy Now Pay Later,DHL,1,0
ORD001266,CUST00283,2025-07-04,Tools,77.06,0,0,Web Browser,iPhone,PayPal,UPS,1,0
ORD001267,CUST00284,2024-10-26,Sports,135.78,0,0,Mobile App,Android,Crypto,USPS,1,0
ORD001268,CUST00284,2025-05-26,Sports,124.95,0,0,Tablet App,iPhone,PayPal,DHL,1,0
ORD001269,CUST00285,2025-01-10,Tools,49.82,1,0,Tablet App,Android,Buy Now Pay Later,FedEx,1,0
ORD001270,CUST00285,2025-06-16,Grocery,294.05,0,0,Web Browser,Android,Buy Now Pay Later,OnTrac,1,1
ORD001271,CUST00285,2025-07-02,Shoes,187.71,0,0,Mobile App,MacBook,Crypto,UPS,1,1
ORD001272,CUST00285,2024-06-23,Jewelry,57.28,0,0,Tablet App,Windows PC,PayPal,UPS,1,1
ORD001273,CUST00286,2024-02-15,Home & Kitchen,107.91,1,0,Web Browser,MacBook,PayPal,OnTrac,0,0
ORD001274,CUST00286,2024-07-19,Home & Kitchen,154.74,0,0,Mobile App,Windows PC,Credit Card,FedEx,1,0
ORD001275,CUST00286,2025-03-29,Shoes,96.65,0,0,Mobile App,iPad,Buy Now Pay Later,FedEx,1,0
ORD001276,CUST00287,2024-10-18,Books,90.95,1,0,Mobile App,iPad,Gift Card,DHL,1,0
ORD001277,CUST00287,2024-06-21,Clothing,5.0,1,0,Tablet App,iPhone,Crypto,UPS,1,0
ORD001278,CUST00287,2024-02-03,Jewelry,192.45,0,0,Tablet App,iPhone,Crypto,USPS,1,0
ORD001279,CUST00287,2024-09-05,Clothing,174.27,0,0,Tablet App,iPad,PayPal,USPS,1,0
ORD001280,CUST00288,2024-02-18,Grocery,47.5,1,0,Mobile App,iPhone,Crypto,UPS,1,0
ORD001281,CUST00288,2025-04-27,Furniture,148.26,1,0,Tablet App,Windows PC,Crypto,FedEx,0,0
ORD001282,CUST00288,2024-10-24,Beauty,26.68,0,0,Mobile App,Windows PC,Buy Now Pay Later,UPS,1,0
ORD001283,CUST00288,2024-08-02,Shoes,108.68,1,0,Tablet App,Android,Gift Card,FedEx,1,0
ORD001284,CUST00288,2024-03-20,Home & Kitchen,145.09,0,0,Mobile App,MacBook,Debit Card,OnTrac,1,0
ORD001285,CUST00288,2025-01-07,Jewelry,55.59,1,0,Mobile App,iPad,Gift Card,OnTrac,1,0
ORD001286,CUST00289,2024-07-04,Toys,23.17,1,0,Mobile App,iPad,Credit Card,UPS,1,0
ORD001287,CUST00289,2025-04-18,Beauty,121.75,0,0,Tablet App,MacBook,Debit Card,OnTrac,1,0
ORD001288,CUST00289,2025-02-20,Furniture,88.75,0,0,Tablet App,iPad,PayPal,OnTrac,1,0
ORD001289,CUST00289,2025-01-07,Tools,79.56,0,0,Mobile App,Android,Buy Now Pay Later,USPS,1,1
ORD001290,CUST00289,2024-05-29,Sports,102.04,1,0,Web Browser,Android,PayPal,DHL,1,0
ORD001291,CUST00289,2025-04-16,Books,255.22,1,0,Mobile App,Windows PC,Gift Card,OnTrac,1,0
ORD001292,CUST00289,2025-06-10,Tools,30.71,1,0,Web Browser,iPhone,Credit Card,USPS,1,0
ORD001293,CUST00290,2025-02-12,Toys,144.07,0,0,Web Browser,MacBook,Buy Now Pay Later,FedEx,1,0
ORD001294,CUST00290,2024-04-07,Books,160.66,1,0,Web Browser,Android,Gift Card,FedEx,1,0
ORD001295,CUST00290,2024-08-24,Beauty,127.58,1,0,Web Browser,Windows PC,Buy Now Pay Later,DHL,0,1
ORD001296,CUST00290,2024-11-09,Beauty,152.03,1,0,Tablet App,Android,Crypto,UPS,0,1
ORD001297,CUST00290,2024-09-24,Books,130.84,1,0,Web Browser,MacBook,Crypto,UPS,1,0
ORD001298,CUST00290,2025-03-21,Jewelry,118.3,0,0,Mobile App,iPhone,Credit Card,FedEx,0,1
ORD001299,CUST00291,2024-04-15,Home & Kitchen,208.23,1,0,Mobile App,iPhone,Buy Now Pay Later,UPS,1,0
ORD001300,CUST00291,2024-08-21,Jewelry,179.24,0,0,Mobile App,iPad,Debit Card,FedEx,1,0
ORD001301,CUST00292,2025-08-12,Tools,224.32,1,0,Mobile App,Android,Debit Card,USPS,1,0
ORD001302,CUST00292,2024-10-23,Toys,239.58,1,0,Web Browser,iPhone,Gift Card,DHL,1,0
ORD001303,CUST00292,2024-10-25,Jewelry,90.41,1,0,Mobile App,iPad,Crypto,UPS,1,0
ORD001304,CUST00292,2024-06-11,Books,239.55,0,0,Tablet App,Windows PC,PayPal,USPS,1,0
ORD001305,CUST00292,2024-11-16,Tools,86.18,0,0,Web Browser,Windows PC,Gift Card,FedEx,1,0
ORD001306,CUST00292,2024-01-28,Tools,121.67,0,0,Tablet App,MacBook,Credit Card,DHL,1,0
ORD001307,CUST00292,2025-06-05,Shoes,145.31,0,0,Web Browser,MacBook,Buy Now Pay Later,OnTrac,1,0
ORD001308,CUST00292,2024-12-25,Beauty,62.64,1,0,Tablet App,Android,Gift Card,UPS,1,1
ORD001309,CUST00292,2024-11-14,Beauty,88.02,1,0,Tablet App,MacBook,Credit Card,OnTrac,1,0
ORD001310,CUST00292,2025-01-13,Tools,82.34,0,0,Tablet App,iPad,Credit Card,DHL,1,0
ORD001311,CUST00292,2024-09-14,Sports,144.53,1,0,Tablet App,iPhone,Debit Card,UPS,1,0
ORD001312,CUST00293,2025-07-18,Tools,139.98,0,0,Tablet App,iPad,Gift Card,DHL,1,0
ORD001313,CUST00294,2024-01-16,Toys,41.97,0,0,Tablet App,iPad,Gift Card,FedEx,1,0
ORD001314,CUST00294,2025-01-12,Sports,122.87,0,0,Mobile App,Android,PayPal,DHL,0,0
ORD001315,CUST00294,2025-05-02,Furniture,5.0,1,0,Mobile App,Windows PC,Crypto,DHL,1,0
ORD001316,CUST00295,2024-07-19,Clothing,300.63,1,1,Web Browser,iPhone,Credit Card,OnTrac,1,0
ORD001317,CUST00295,2024-08-26,Clothing,5.0,1,0,Mobile App,MacBook,Credit Card,UPS,1,0
ORD001318,CUST00295,2024-11-28,Shoes,266.15,0,0,Mobile App,Android,Credit Card,FedEx,1,0
ORD001319,CUST00295,2025-08-17,Beauty,220.76,1,0,Web Browser,iPhone,Debit Card,UPS,1,0
ORD001320,CUST00295,2024-09-25,Clothing,70.11,0,0,Mobile App,Windows PC,Gift Card,FedEx,1,0
ORD001321,CUST00295,2024-02-28,Shoes,92.37,0,0,Tablet App,Windows PC,Debit Card,FedEx,1,0
ORD001322,CUST00295,2024-09-21,Grocery,94.51,0,0,Web Browser,Android,PayPal,USPS,1,0
ORD001323,CUST00295,2025-04-22,Toys,105.85,1,0,Web Browser,iPad,Buy Now Pay Later,USPS,1,0
ORD001324,CUST00296,2025-03-12,Electronics,5.0,1,0,Web Browser,iPad,Debit Card,OnTrac,1,0
ORD001325,CUST00296,2025-01-16,Clothing,138.03,1,0,Web Browser,iPhone,Gift Card,USPS,1,0
ORD001326,CUST00296,2024-09-16,Clothing,130.66,0,0,Web Browser,iPhone,PayPal,FedEx,1,0
ORD001327,CUST00296,2024-10-19,Books,27.65,0,0,Mobile App,iPad,Crypto,OnTrac,1,0
ORD001328,CUST00296,2024-03-15,Sports,164.41,0,0,Tablet App,iPad,Crypto,USPS,1,0
ORD001329,CUST00297,2025-07-10,Clothing,8.1,1,0,Tablet App,Windows PC,Gift Card,FedEx,1,0
ORD001330,CUST00297,2025-02-25,Toys,10.37,0,0,Tablet App,iPad,Buy Now Pay Later,FedEx,1,0
ORD001331,CUST00297,2024-09-28,Tools,200.03,1,0,Tablet App,MacBook,Credit Card,FedEx,1,0
ORD001332,CUST00297,2024-08-04,Grocery,74.68,1,0,Web Browser,Windows PC,PayPal,DHL,1,0
ORD001333,CUST00297,2024-05-18,Toys,58.53,1,0,Mobile App,iPhone,Buy Now Pay Later,DHL,1,0
ORD001334,CUST00298,2025-02-10,Tools,74.08,0,0,Web Browser,iPad,Debit Card,FedEx,1,0
ORD001335,CUST00298,2024-04-08,Grocery,58.17,1,0,Tablet App,MacBook,Credit Card,USPS,1,0
ORD001336,CUST00298,2024-10-16,Toys,86.17,1,0,Web Browser,iPhone,Credit Card,USPS,1,1
ORD001337,CUST00298,2024-12-07,Toys,171.3,1,0,Web Browser,iPad,Credit Card,FedEx,1,0
ORD001338,CUST00299,2024-01-04,Furniture,90.67,0,0,Tablet App,Android,Credit Card,DHL,1,0
ORD001339,CUST00300,2024-12-15,Tools,263.89,1,0,Mobile App,Android,Buy Now Pay Later,DHL,1,0
ORD001340,CUST00300,2025-06-13,Clothing,124.16,0,0,Mobile App,Windows PC,Debit Card,USPS,1,0
ORD001341,CUST00300,2024-11-30,Tools,95.65,0,0,Web Browser,Android,Credit Card,DHL,1,0
ORD001342,CUST00300,2024-12-25,Furniture,168.29,1,0,Tablet App,iPhone,PayPal,OnTrac,1,0
ORD001343,CUST00301,2025-05-26,Jewelry,165.33,0,0,Mobile App,iPad,Crypto,USPS,1,0
ORD001344,CUST00301,2024-05-26,Clothing,388.86,0,1,Mobile App,iPad,Crypto,FedEx,1,0
ORD001345,CUST00301,2024-04-28,Home & Kitchen,217.43,1,0,Web Browser,iPhone,Debit Card,FedEx,1,0
ORD001346,CUST00301,2025-07-03,Books,141.01,0,0,Mobile App,Android,Gift Card,OnTrac,1,0
ORD001347,CUST00301,2025-05-05,Furniture,9.91,0,0,Web Browser,Windows PC,PayPal,DHL,1,0
ORD001348,CUST00301,2025-05-24,Sports,127.45,0,0,Tablet App,iPhone,PayPal,DHL,1,0
ORD001349,CUST00302,2024-07-27,Electronics,105.22,0,0,Tablet App,Android,PayPal,USPS,1,0
ORD001350,CUST00302,2024-07-02,Electronics,100.08,0,0,Web Browser,iPhone,PayPal,OnTrac,1,0
ORD001351,CUST00302,2025-08-22,Home & Kitchen,40.27,1,0,Mobile App,MacBook,Credit Card,FedEx,1,1
ORD001352,CUST00302,2025-02-14,Toys,391.59,0,1,Web Browser,MacBook,Buy Now Pay Later,USPS,1,0
ORD001353,CUST00302,2025-06-12,Books,228.59,0,0,Tablet App,iPhone,Gift Card,USPS,1,0
ORD001354,CUST00303,2024-07-16,Grocery,87.2,1,0,Web Browser,iPhone,Debit Card,OnTrac,1,0
ORD001355,CUST00303,2024-05-20,Tools,129.03,1,0,Web Browser,iPad,Buy Now Pay Later,USPS,1,0
ORD001356,CUST00303,2025-06-06,Books,311.98,1,1,Web Browser,MacBook,Crypto,FedEx,1,0
ORD001357,CUST00304,2024-08-13,Beauty,224.58,0,0,Web Browser,MacBook,Debit Card,USPS,1,0
ORD001358,CUST00304,2024-03-14,Electronics,68.64,0,0,Web Browser,MacBook,PayPal,UPS,1,0
ORD001359,CUST00305,2024-02-15,Furniture,78.04,0,0,Mobile App,Windows PC,Crypto,DHL,0,0
