return_id,order_id,customer_id,return_date,days_to_return,return_reason,refund_amount,item_returned_opened,return_packaging_intact,photo_evidence_provided,refund_to_different_account,vendor_decision,verified_abuse_type,decision_timestamp
RET000448,ORD002078,CUST00457,2024-06-27,5,Late delivery,219.65,0,1,0,0,rejected,Wardrobing,2024-06-29
RET000449,ORD002081,CUST00458,2024-06-16,1,Wrong size,317.72,1,0,0,1,rejected,Fraudulent Return,2024-06-19
RET000450,ORD002082,CUST00458,2025-06-13,10,Item defective,121.98,1,1,0,1,rejected,Fraudulent Return,2025-06-16
RET000451,ORD002083,CUST00458,2025-05-09,4,Wrong size,77.35,1,0,0,0,rejected,Wardrobing,2025-05-11
RET000452,ORD002084,CUST00458,2024-12-19,1,Found cheaper elsewhere,183.96,0,0,0,0,rejected,Fraudulent Return,2024-12-22
RET000453,ORD002085,CUST00458,2024-11-23,5,Late delivery,233.19,1,0,0,1,approved,Legitimate,2024-11-24
RET000454,ORD002086,CUST00458,2024-09-27,3,Late delivery,172.5,1,1,1,1,rejected,Policy Abuser,2024-10-01
RET000455,ORD002087,CUST00458,2025-07-23,1,Wrong size,110.89,1,0,0,0,rejected,Wardrobing,2025-07-25
RET000456,ORD002127,CUST00468,2024-10-09,1,Item defective,38.78,0,1,1,0,approved,Legitimate,2024-10-13
RET000457,ORD002128,CUST00468,2024-04-28,3,Found cheaper elsewhere,41.76,0,1,1,0,rejected,Policy Abuser,2024-04-30
RET000458,ORD002129,CUST00468,2024-07-29,3,Not as described,193.22,0,0,0,0,rejected,Wardrobing,2024-07-30
RET000459,ORD002132,CUST00469,2024-09-26,1,Item defective,43.99,1,0,1,0,approved,Fraudulent Return,2024-09-28
RET000460,ORD002133,CUST00469,2025-01-24,11,Changed mind,98.25,1,1,0,0,approved,Fraudulent Return,2025-01-26
RET000461,ORD002134,CUST00470,2025-02-10,10,Item damaged,163.08,1,1,0,0,approved,Legitimate,2025-02-13
RET000462,ORD002135,CUST00470,2025-08-07,1,Changed mind,184.11,0,1,1,0,approved,Policy Abuser,2025-08-10
RET000463,ORD002137,CUST00470,2025-05-04,15,Changed mind,244.03,1,1,0,0,approved,Legitimate,2025-05-07
RET000464,ORD002139,CUST00470,2024-01-27,1,Item damaged,142.02,0,1,1,0,rejected,Policy Abuser,2024-01-29
RET000465,ORD002156,CUST00474,2024-05-02,1,Found cheaper elsewhere,238.91,0,1,0,0,approved,Legitimate,2024-05-04
RET000466,ORD002159,CUST00474,2024-12-17,3,Item damaged,5.0,0,0,1,0,approved,Legitimate,2024-12-19
RET000467,ORD002161,CUST00474,2024-03-19,2,Wrong size,213.46,0,1,1,1,approved,Legitimate,2024-03-21
RET000468,ORD002163,CUST00475,2025-06-06,2,No longer needed,114.16,0,1,1,0,approved,Legitimate,2025-06-09
RET000469,ORD002172,CUST00477,2024-03-12,1,Wrong size,191.84,1,0,0,1,rejected,Policy Abuser,2024-03-16
RET000470,ORD002173,CUST00477,2025-08-06,3,Item damaged,78.6,1,1,1,0,approved,Policy Abuser,2025-08-08
RET000471,ORD002174,CUST00477,2024-11-26,10,Item damaged,191.8,1,0,0,0,rejected,Policy Abuser,2024-11-28
RET000472,ORD002175,CUST00477,2024-03-19,10,No longer needed,121.37,0,0,0,0,approved,Fraudulent Return,2024-03-21
RET000473,ORD002176,CUST00477,2024-07-15,1,Late delivery,107.61,1,0,0,0,rejected,Fraudulent Return,2024-07-19
RET000474,ORD002192,CUST00481,2025-01-14,3,Late delivery,19.18,0,1,1,0,approved,Legitimate,2025-01-15
RET000475,ORD002193,CUST00481,2025-08-02,4,Changed mind,173.91,0,1,1,0,rejected,Policy Abuser,2025-08-04
RET000476,ORD002194,CUST00481,2024-02-03,9,Wrong size,175.65,0,0,0,0,rejected,Wardrobing,2024-02-05
RET000477,ORD002195,CUST00481,2024-06-05,2,Not as described,5.0,1,1,1,0,approved,Legitimate,2024-06-09
RET000478,ORD002199,CUST00482,2025-03-14,1,No longer needed,89.56,1,1,1,0,approved,Legitimate,2025-03-15
RET000479,ORD002200,CUST00482,2025-04-15,1,Item damaged,151.84,0,1,1,0,approved,Legitimate,2025-04-19
RET000480,ORD002202,CUST00482,2024-11-05,5,Item defective,176.2,0,1,1,0,rejected,Wardrobing,2024-11-07
RET000481,ORD002204,CUST00483,2025-07-02,1,Late delivery,91.83,0,1,1,0,approved,Legitimate,2025-07-06
RET000482,ORD002213,CUST00484,2024-11-27,30,Late delivery,112.15,1,1,0,0,approved,Wardrobing,2024-11-30
RET000483,ORD002214,CUST00484,2025-03-13,5,Found cheaper elsewhere,254.95,1,0,0,0,rejected,Wardrobing,2025-03-17
RET000484,ORD002215,CUST00485,2024-03-18,7,No longer needed,184.45,1,1,1,0,approved,Legitimate,2024-03-21
RET000485,ORD002216,CUST00485,2025-04-14,1,Item defective,111.54,0,1,1,0,approved,Legitimate,2025-04-15
RET000486,ORD002222,CUST00486,2024-11-16,2,Item damaged,168.07,1,0,1,0,approved,Legitimate,2024-11-19
RET000487,ORD002223,CUST00486,2024-06-01,6,Item defective,76.5,0,1,1,0,approved,Legitimate,2024-06-02
RET000488,ORD002224,CUST00486,2024-01-08,1,Late delivery,201.39,0,0,0,0,approved,Legitimate,2024-01-09
RET000489,ORD002226,CUST00487,2025-01-15,1,Item defective,153.41,0,0,1,0,approved,Legitimate,2025-01-19
RET000490,ORD002245,CUST00490,2025-01-10,17,Item damaged,146.22,0,1,0,0,approved,Legitimate,2025-01-12
RET000491,ORD002247,CUST00490,2024-11-06,1,Found cheaper elsewhere,195.48,0,1,1,0,rejected,Policy Abuser,2024-11-09
RET000492,ORD002249,CUST00490,2025-05-22,10,Item damaged,30.03,0,1,0,0,approved,Legitimate,2025-05-25
RET000493,ORD002250,CUST00490,2025-02-28,3,Late delivery,177.88,0,0,1,0,approved,Legitimate,2025-03-04
RET000494,ORD002262,CUST00494,2024-07-18,5,Item damaged,72.34,1,1,1,0,rejected,Policy Abuser,2024-07-22
RET000495,ORD002264,CUST00494,2024-01-23,4,Not as described,104.33,0,1,0,0,approved,Policy Abuser,2024-01-25
RET000496,ORD002265,CUST00494,2025-03-21,7,Late delivery,274.47,1,1,0,0,rejected,Policy Abuser,2025-03-24
RET000497,ORD002266,CUST00495,2024-12-23,4,Not as described,247.06,1,1,1,0,approved,Legitimate,2024-12-25
RET000498,ORD002273,CUST00497,2025-06-21,10,No longer needed,273.05,0,1,1,0,rejected,Policy Abuser,2025-06-24
RET000499,ORD002285,CUST00500,2025-03-17,1,Wrong size,240.42,1,1,1,0,approved,Legitimate,2025-03-18
